[00:00:00.000 --> 00:00:03.000]  大家學就應該學明白
[00:33:11.280 --> 00:33:12.280]  所以有很多反復的
[00:33:12.280 --> 00:33:13.280]  這也是容易反復的
[00:33:13.280 --> 00:33:14.280]  這種就需要什麼
[00:33:14.280 --> 00:33:18.280]  第二根補一個楊線
[00:33:18.280 --> 00:33:21.280]  這個就需要第二根補一個楊線
[00:33:21.280 --> 00:33:24.280]  如果沒有補楊這個也不行
[00:33:24.280 --> 00:33:27.280]  那就它用不到這個正當的均線裡面
[00:33:27.280 --> 00:33:29.280]  這需要補一個楊線
[00:33:29.280 --> 00:33:30.280]  這個也是一樣
[00:33:30.280 --> 00:33:33.280]  需要明天再補一個K線
[00:33:33.280 --> 00:33:35.280]  或者說是在整個均線的上方
[00:33:35.280 --> 00:33:37.280]  都十字形整理都是OK的
[00:33:37.280 --> 00:33:38.280]  那就還行的
[00:33:38.280 --> 00:33:40.280]  也還OK的啊
[00:33:40.280 --> 00:33:42.280]  在十字形整理都OK的
[00:33:42.280 --> 00:33:45.280]  但是如果說它不能守在這個均線的上方
[00:33:45.280 --> 00:33:46.280]  這個可能也不行的
[00:33:46.280 --> 00:33:48.280]  這是弱
[00:33:48.280 --> 00:33:50.280]  那麼再來看這個就是偏強的
[00:33:50.280 --> 00:33:53.280]  我再說一遍
[00:33:53.280 --> 00:33:54.280]  我心中要講
[00:33:54.280 --> 00:33:55.280]  這是弱的
[00:33:55.280 --> 00:33:59.280]  彈到壓力還要回的
[00:33:59.280 --> 00:34:01.280]  這個是需要補楊需求的
[00:34:01.280 --> 00:34:03.280]  有補楊線的要求的
[00:34:03.280 --> 00:34:06.280]  這個的話就是需要它的趨勢上方穩住
[00:34:06.280 --> 00:34:07.280]  再次來一個楊線
[00:34:07.280 --> 00:34:11.280]  這個就是後量抽前量需要後期
[00:34:11.280 --> 00:34:15.280]  停頓再來一個後量抽前量進攻的態度出來
[00:34:15.280 --> 00:34:17.280]  筆記本來自己擠啊
[00:34:17.280 --> 00:34:18.280]  就是有課件的自己寫一下
[00:34:18.280 --> 00:34:22.280]  沒有筆記本自己寄在心裡面就好了
[00:34:22.280 --> 00:34:25.280]  就是身體的一半再去改變這個勢的
[00:34:25.280 --> 00:34:26.280]  那它停留之後
[00:34:26.280 --> 00:34:28.280]  就需要後量再來一個楊線
[00:34:28.280 --> 00:34:30.280]  後量抽前量
[00:34:30.280 --> 00:34:32.280]  整個把這個勢的轉過來
[00:34:32.280 --> 00:34:35.280]  因為這些細節我跟大家講
[00:34:35.280 --> 00:34:36.280]  關乎著你的買
[00:34:36.280 --> 00:34:39.280]  你這個買點你如果把這些細節點看透
[00:34:39.280 --> 00:34:42.280]  你就可能會有感受
[00:34:42.280 --> 00:34:45.280]  好再來到這裡和這裡就是最漂亮的
[00:34:45.280 --> 00:34:48.280]  特別是這裡這兩根K線
[00:34:48.280 --> 00:34:51.280]  是開盤價或楊線的下三分之一
[00:34:51.280 --> 00:34:54.280]  直接把5把10把20
[00:34:54.280 --> 00:34:57.280]  直接一把帶動多頭的
[00:34:57.280 --> 00:34:59.280]  直接一把帶動多頭的
[00:34:59.280 --> 00:35:02.280]  在我們說的3到1或3到3的位置
[00:35:02.280 --> 00:35:04.280]  這裡備註一下
[00:35:04.280 --> 00:35:06.280]  31或3131
[00:35:06.280 --> 00:35:08.280]  312那個位置的啟動啊
[00:35:08.280 --> 00:35:10.280]  這三根K線
[00:35:10.280 --> 00:35:13.280]  3132的那個位置的啟動
[00:35:13.280 --> 00:35:16.280]  開盤就把5020
[00:35:16.280 --> 00:35:18.280]  整個一把帶動多頭的
[00:35:18.280 --> 00:35:19.280]  就是收緊啊
[00:35:19.280 --> 00:35:21.280]  5020相對收緊帶動多頭的
[00:35:21.280 --> 00:35:24.280]  這種啟動後面基本上沒什麼回調
[00:35:24.280 --> 00:35:27.280]  就是直接走單邊
[00:35:27.280 --> 00:35:28.280]  基本上就不會怎麼回調
[00:35:28.280 --> 00:35:30.280]  直接走單邊
[00:35:30.280 --> 00:35:31.280]  你就不要想著說
[00:35:31.280 --> 00:35:32.280]  我起來了我再調一調
[00:35:32.280 --> 00:35:35.280]  等個調整形態我再買
[00:35:35.280 --> 00:35:38.280]  基本上就直接走單邊
[00:35:38.280 --> 00:35:45.280]  (小學生在學習)
[00:35:45.280 --> 00:35:46.280]  你們那個圖上也
[00:35:46.280 --> 00:35:47.280]  哦沒有
[00:35:47.280 --> 00:35:50.280]  對老的這個沒有是吧
[00:35:50.280 --> 00:35:52.280]  我再講一次
[00:35:52.280 --> 00:36:00.280]  (怎麼說這根橫線可以集結為20-0線)
[00:36:00.280 --> 00:36:01.280]  不行
[00:36:01.280 --> 00:36:03.280]  你小的可以5和10
[00:36:03.280 --> 00:36:05.280]  對最好是5和10
[00:36:05.280 --> 00:36:07.280]  但是我說的一旦到了6-7的時候
[00:36:07.280 --> 00:36:08.280]  最後是5-10-20
[00:36:08.280 --> 00:36:10.280]  全部都是相對收的
[00:36:10.280 --> 00:36:14.280]  因為它就是一個式嘛
[00:36:14.280 --> 00:36:15.280]  它就是一個式
[00:36:15.280 --> 00:36:16.280]  我再講一次
[00:36:16.280 --> 00:36:18.280]  因為我們新同學可能會記得
[00:36:18.280 --> 00:36:19.280]  不太清楚
[00:36:19.280 --> 00:36:21.280]  然後包括我們有些老同學沒有刻線的
[00:36:21.280 --> 00:36:22.280]  可能就畫了
[00:36:22.280 --> 00:36:23.280]  可能寫得不太清晰
[00:36:23.280 --> 00:36:25.280]  我再講一次
[00:36:25.280 --> 00:36:27.280]  1是屬於空中的羊
[00:36:27.280 --> 00:36:29.280]  這種是不能買的
[00:36:29.280 --> 00:36:30.280]  再漂亮的那些不能買
[00:36:30.280 --> 00:36:32.280]  沒有延續性的
[00:36:32.280 --> 00:36:34.280]  沒有延續性的半乾預期的
[00:36:34.280 --> 00:36:35.280]  2也是不能買的
[00:36:35.280 --> 00:36:37.280]  1和2是不參與的
[00:36:37.280 --> 00:36:39.280]  就是我們說的不知道的
[00:36:39.280 --> 00:36:40.280]  你這個羊線很漂亮
[00:36:40.280 --> 00:36:41.280]  但是你對式
[00:36:41.280 --> 00:36:43.280]  沒有能力改變式的羊線
[00:36:43.280 --> 00:36:44.280]  都是耍流氓
[00:36:44.280 --> 00:36:45.280]  1和2是不確定的
[00:36:45.280 --> 00:36:46.280]  不參與的
[00:36:46.280 --> 00:36:48.280]  然後3
[00:36:48.280 --> 00:36:50.280]  3我們是需要馬上
[00:36:50.280 --> 00:36:52.280]  就第二天就補羊的
[00:36:52.280 --> 00:36:53.280]  為什麼呢
[00:36:53.280 --> 00:36:55.280]  因為你整個是上三分之一
[00:36:55.280 --> 00:36:57.280]  才站在5和10的上方
[00:36:57.280 --> 00:36:59.280]  那如果說你是真的好
[00:36:59.280 --> 00:37:02.280]  第二天就必須給我補一個羊線出來
[00:37:02.280 --> 00:37:04.280]  第二天的羊線就開盤價
[00:37:04.280 --> 00:37:05.280]  站在5和10的上方
[00:37:05.280 --> 00:37:06.280]  收一個羊線出來
[00:37:06.280 --> 00:37:07.280]  大家能聽懂我意思吧
[00:37:07.280 --> 00:37:11.280]  第二天次日就得補羊
[00:37:11.280 --> 00:37:13.280]  次日就得補羊的
[00:37:13.280 --> 00:37:15.280]  這是第二個情況
[00:37:15.280 --> 00:37:17.280]  這都是針對我們所講的啟動點
[00:37:17.280 --> 00:37:19.280]  從3開始
[00:37:19.280 --> 00:37:21.280]  從3開始到7
[00:37:21.280 --> 00:37:23.280]  都是針對我們3-1
[00:37:23.280 --> 00:37:26.280]  和3-2那個階段的啟動的
[00:37:26.280 --> 00:37:28.280]  如果是以3的方式啟動
[00:37:28.280 --> 00:37:31.280]  你知道第二天就必須補羊
[00:37:31.280 --> 00:37:32.280]  那麼如果以4的方式
[00:37:32.280 --> 00:37:33.280]  是不是身體
[00:37:33.280 --> 00:37:35.280]  比如說恆穿5和10是身體
[00:37:35.280 --> 00:37:37.280]  一半的身體恆穿5和10對不對
[00:37:37.280 --> 00:37:40.280]  那麼它有可能不見得第二天就漲
[00:37:40.280 --> 00:37:41.280]  有可能第二天第三天
[00:37:41.280 --> 00:37:44.280]  在均線上方停留十字心
[00:37:44.280 --> 00:37:45.280]  那麼這一點的重點是什麼
[00:37:45.280 --> 00:37:46.280]  如果它跌破
[00:37:46.280 --> 00:37:47.280]  那就沒戲了對不對
[00:37:47.280 --> 00:37:48.280]  就賣掉
[00:37:48.280 --> 00:37:50.280]  那麼這個重點就是停頓之後
[00:37:50.280 --> 00:37:52.280]  它必須再來一個後釀
[00:37:52.280 --> 00:37:55.280]  超前釀的羊線來加強它
[00:37:55.280 --> 00:37:58.280]  說明趨勢是向上的
[00:37:58.280 --> 00:37:59.280]  必須再來一次後釀
[00:37:59.280 --> 00:38:02.280]  超前釀的羊線來加強它
[00:38:04.280 --> 00:38:07.280]  記住了
[00:38:07.280 --> 00:38:11.280]  因為都是在啟動初期
[00:38:11.280 --> 00:38:15.280]  然後第五和第六
[00:38:15.280 --> 00:38:20.280]  如果它是羊線的開盤價附近
[00:38:20.280 --> 00:38:21.280]  或者是下三分之中
[00:38:21.280 --> 00:38:22.280]  我以前跟它分享過的
[00:38:22.280 --> 00:38:24.280]  三點合力共振
[00:38:24.280 --> 00:38:25.280]  什麼叫三點合力共振呢
[00:38:25.280 --> 00:38:27.280]  就是羊線的開盤價
[00:38:27.280 --> 00:38:30.280]  直接開到了5均線10均線
[00:38:30.280 --> 00:38:31.280]  20均線的上方
[00:38:31.280 --> 00:38:32.280]  這個行為的合力點
[00:38:32.280 --> 00:38:34.280]  50、20相對收緊
[00:38:34.280 --> 00:38:36.280]  那麼這種可以接起來的話
[00:38:36.280 --> 00:38:37.280]  通常直接做主生
[00:38:37.280 --> 00:38:39.280]  它也可以是開盤價
[00:38:39.280 --> 00:38:41.280]  把5和10一起帶動也行的
[00:38:41.280 --> 00:38:43.280]  把加上20更好
[00:38:43.280 --> 00:38:46.280]  那麼這種的話通常是會直接做主生的
[00:38:46.280 --> 00:38:49.280]  不會有特別好的回調給你的
[00:38:49.280 --> 00:38:52.280]  不會有特別好的回調給你
[00:38:52.280 --> 00:38:54.280]  7也是強的特徵
[00:38:54.280 --> 00:38:55.280]  也是跳空
[00:38:55.280 --> 00:38:58.280]  但是7我還要再補充一點
[00:38:58.280 --> 00:39:01.280]  在沒有結構的情況下出現的跳空羊
[00:39:01.280 --> 00:39:04.280]  它的持續性一般都不強
[00:39:04.280 --> 00:39:06.280]  這沒有結構
[00:39:06.280 --> 00:39:09.280]  就沒有地基的這種
[00:39:09.280 --> 00:39:10.280]  這種什麼這種工作
[00:39:10.280 --> 00:39:12.280]  就沒有地基的情況下
[00:39:12.280 --> 00:39:13.280]  出現一個跳空板
[00:39:13.280 --> 00:39:16.280]  一般它的持續性都不強的
[00:39:16.280 --> 00:39:19.280]  沒有地基的情況下出現的跳空板
[00:39:19.280 --> 00:39:24.280]  持續性都不強的
[00:39:24.280 --> 00:39:36.280]  好
[00:39:36.280 --> 00:39:40.280]  那我們反過來就是音線
[00:39:40.280 --> 00:39:43.280]  反過來就是破壞
[00:39:43.280 --> 00:39:44.280]  反過來就是破壞
[00:39:44.280 --> 00:39:45.280]  最強的破壞
[00:39:45.280 --> 00:39:46.280]  跳空音破壞
[00:39:46.280 --> 00:39:47.280]  還不走
[00:39:47.280 --> 00:39:49.280]  那你套得牢牢的
[00:39:49.280 --> 00:39:50.280]  對吧
[00:39:50.280 --> 00:39:51.280]  看得懂你還不走
[00:39:51.280 --> 00:39:52.280]  那套得牢牢的
[00:39:52.280 --> 00:39:53.280]  這也是強破壞
[00:39:53.280 --> 00:39:55.280]  就是音線的開盤架
[00:39:55.280 --> 00:39:57.280]  直接把視給帶動走壞的
[00:39:57.280 --> 00:39:58.280]  你就不要考慮說
[00:39:58.280 --> 00:40:01.280]  哎呀我再等一個ABC反彈我再走
[00:40:01.280 --> 00:40:02.280]  沒有的
[00:40:02.280 --> 00:40:03.280]  不見得有的
[00:40:03.280 --> 00:40:04.280]  明白我意思沒有
[00:40:04.280 --> 00:40:05.280]  反過的
[00:40:05.280 --> 00:40:07.280]  在上升不斷的高位
[00:40:07.280 --> 00:40:10.280]  震盪的時候轉向的
[00:40:10.280 --> 00:40:12.280]  然後這個就是我們說的
[00:40:12.280 --> 00:40:15.280]  這個音線是下穿5跟10
[00:40:15.280 --> 00:40:18.280]  那它就還會有個反彈5跟10的過程
[00:40:18.280 --> 00:40:20.280]  然後再來一個音線
[00:40:20.280 --> 00:40:23.280]  音包是什麼再來一個接力音線
[00:40:23.280 --> 00:40:27.280]  後音抽前音形成了音線的什麼
[00:40:27.280 --> 00:40:28.280]  接力
[00:40:28.280 --> 00:40:30.280]  大家明白我意思沒有
[00:40:30.280 --> 00:40:32.280]  那麼這個呢就是我們所說的
[00:40:32.280 --> 00:40:33.280]  對吧
[00:40:33.280 --> 00:40:35.280]  這個我們是剛才講的是要補陽對不對
[00:40:35.280 --> 00:40:37.280]  這個的話如果補音
[00:40:37.280 --> 00:40:38.280]  那就是走壞了
[00:40:38.280 --> 00:40:39.280]  但是反過來
[00:40:39.280 --> 00:40:41.280]  如果跳空向上
[00:40:41.280 --> 00:40:42.280]  就昨天那個音線就是洗盤了
[00:40:42.280 --> 00:40:43.280]  為什麼呢
[00:40:43.280 --> 00:40:45.280]  它跌破了一個視
[00:40:45.280 --> 00:40:46.280]  但沒有把所有的視
[00:40:46.280 --> 00:40:49.280]  全部給真正的帶動走壞
[00:40:49.280 --> 00:40:51.280]  大家明白我意思沒有
[00:40:51.280 --> 00:40:52.280]  這音線啊
[00:40:52.280 --> 00:40:53.280]  因為我們畫的是陽線
[00:40:53.280 --> 00:40:54.280]  反畫的沒有完全走壞
[00:40:54.280 --> 00:40:56.280]  就是從音線的角度來講
[00:40:56.280 --> 00:40:58.280]  這是不是上升過程中的音線
[00:40:58.280 --> 00:41:00.280]  沒有把視給打破呀
[00:41:00.280 --> 00:41:02.280]  上升過程的音線沒有把視給打破呀
[00:41:02.280 --> 00:41:05.280]  上升過程中沒有跌破5天線的音線
[00:41:05.280 --> 00:41:09.280]  觀察兩天會不會反包
[00:41:09.280 --> 00:41:13.280]  上升趨勢中的音線
[00:41:13.280 --> 00:41:15.280]  沒有跌破5天線的音線
[00:41:15.280 --> 00:41:17.280]  或者是跌破5天線
[00:41:17.280 --> 00:41:20.280]  但是收在5和10之間的那個音線
[00:41:20.280 --> 00:41:23.280]  觀察兩天會不會反包
[00:41:23.280 --> 00:41:26.280]  觀察兩天會不會反包
[00:41:26.280 --> 00:41:29.280]  上升趨勢中的音線
[00:41:29.280 --> 00:41:32.280]  的音線沒有跌破5天線
[00:41:32.280 --> 00:41:35.280]  或第二個跌破5天線
[00:41:35.280 --> 00:41:39.280]  收在5和10中間的音線
[00:41:39.280 --> 00:41:41.280]  觀察兩天會不會反包
[00:41:43.280 --> 00:41:45.280]  (音線)
[00:41:45.280 --> 00:41:51.280]  音線
[00:41:51.280 --> 00:41:54.280]  上升趨勢中的音線
[00:41:54.280 --> 00:41:57.280]  音線收盤收在5天線上方
[00:41:57.280 --> 00:42:01.280]  或者是收在5天線和10天線的那個張口的中間
[00:42:01.280 --> 00:42:04.280]  觀察兩天會不會反包
[00:42:08.280 --> 00:42:11.280]  不能反包就走人
[00:42:11.280 --> 00:42:14.280]  能反包就是繼續持倉
[00:42:14.280 --> 00:42:18.280]  好多了這種鼓動
[00:42:18.280 --> 00:42:24.280]  那次這種呢
[00:42:24.280 --> 00:42:28.280]  上升趨勢中的音線
[00:42:28.280 --> 00:42:30.280]  收在5和10中間
[00:42:30.280 --> 00:42:33.280]  也沒有把5和10帶動走半
[00:42:33.280 --> 00:42:35.280]  觀察兩天會不會反包
[00:42:35.280 --> 00:42:38.280]  特別是跳空反包的就是強勢
[00:42:38.280 --> 00:42:41.280]  跳空反包的就是強勢
[00:42:41.280 --> 00:42:43.280]  都是在趨勢中啊
[00:42:43.280 --> 00:42:46.280]  跳空反包的就是強勢
[00:42:46.280 --> 00:42:47.280]  等一下
[00:42:47.280 --> 00:42:56.280]  再來看
[00:42:56.280 --> 00:42:58.280]  上升趨勢中啊
[00:42:58.280 --> 00:43:00.280]  音線在5天線上方
[00:43:00.280 --> 00:43:02.280]  觀察兩天會不會反包
[00:43:02.280 --> 00:43:04.280]  是不是馬上第二天就反包了
[00:43:04.280 --> 00:43:06.280]  不要被這裡嚇到了
[00:43:06.280 --> 00:43:07.280]  人家K線很嚇人
[00:43:07.280 --> 00:43:10.280]  又沒有改變勢你自己嚇自己
[00:43:10.280 --> 00:43:13.280]  上升趨勢中是不是音線啊
[00:43:13.280 --> 00:43:14.280]  對不對
[00:43:14.280 --> 00:43:17.280]  是不是收在5天線的下方
[00:43:17.280 --> 00:43:20.280]  那是5和10中間都沒有達到對不對
[00:43:20.280 --> 00:43:23.280]  我說的是可以達到5和10中間的一半嘛
[00:43:23.280 --> 00:43:24.280]  是不是
[00:43:24.280 --> 00:43:26.280]  因為你再往下就是把5和10給跌破了
[00:43:26.280 --> 00:43:27.280]  馬上肯定不行了對不對
[00:43:27.280 --> 00:43:30.280]  那就像我們剛才講的破壞力就加強了嘛
[00:43:30.280 --> 00:43:33.280]  那麼你觀察兩天會不會反包
[00:43:33.280 --> 00:43:35.280]  這一天直接跳空低壓直接修復一半
[00:43:35.280 --> 00:43:36.280]  這一天直接反包對不對
[00:43:36.280 --> 00:43:38.280]  這是不是
[00:43:38.280 --> 00:43:39.280]  有沒有反包
[00:43:39.280 --> 00:43:41.280]  大家能理解我意思沒有
[00:43:41.280 --> 00:43:43.280]  因為無音線的圖沒有畫
[00:43:43.280 --> 00:43:45.280]  反過來是一樣的
[00:43:45.280 --> 00:43:47.280]  反過來再下跌也是一樣的
[00:43:47.280 --> 00:43:49.280]  大家可以看
[00:43:49.280 --> 00:43:51.280]  這個圖
[00:43:51.280 --> 00:43:55.280]  反過來再下跌大家可以看也是一樣的
[00:43:55.280 --> 00:43:58.280]  陽線的變化啊
[00:43:58.280 --> 00:44:00.280]  你看就是在下向上升中
[00:44:00.280 --> 00:44:03.280]  小陽線連鏡空陽都沒有
[00:44:03.280 --> 00:44:06.280]  是不是我們把這三根飛線合併在一起
[00:44:06.280 --> 00:44:10.280]  是不是我們剛才的第二個還是第三個
[00:44:10.280 --> 00:44:11.280]  第二個吧
[00:44:11.280 --> 00:44:14.280]  尾巴才能站上是不是不能碰的
[00:44:14.280 --> 00:44:15.280]  再往下往下往下
[00:44:15.280 --> 00:44:17.280]  這也是屬於什麼不能碰的
[00:44:17.280 --> 00:44:22.280]  這個位置是不是我們可不可以把這幾根飛線全部合併
[00:44:22.280 --> 00:44:24.280]  是不是可以大一個周期是不是周期呢
[00:44:24.280 --> 00:44:26.280]  它整個是不是都是在什麼對於這幾根
[00:44:26.280 --> 00:44:28.280]  尾巴才站上20
[00:44:28.280 --> 00:44:30.280]  對吧這是不能碰的
[00:44:30.280 --> 00:44:33.280]  知道什麼這一個陽線是把5和10帶動向上的
[00:44:33.280 --> 00:44:36.280]  現在我們說進入到第五第六
[00:44:36.280 --> 00:44:38.280]  第五第六那我說只是講K線
[00:44:38.280 --> 00:44:40.280]  因為這是沒有結構的
[00:44:40.280 --> 00:44:43.280]  這是沒有結構的就是先認識K線的一個強弱
[00:44:43.280 --> 00:44:48.280]  我們再回到這個PPT
[00:44:48.280 --> 00:44:51.280]  這個圖來
[00:44:51.280 --> 00:44:53.280]  好我們再來回到這個圖講完
[00:44:53.280 --> 00:44:56.280]  我還是用你們的這個走勢圖來看
[00:44:56.280 --> 00:45:00.280]  來看一下這是一個什麼牛爪剛才說的1對不對
[00:45:00.280 --> 00:45:01.280]  1有進攻陽
[00:45:01.280 --> 00:45:04.280]  1的進攻陽是不可能達到什麼
[00:45:04.280 --> 00:45:06.280]  一個不可能達到5和6的
[00:45:06.280 --> 00:45:08.280]  在這邊不好意思沒有
[00:45:08.280 --> 00:45:09.280]  所以它的目的是轉勢
[00:45:09.280 --> 00:45:13.280]  但1看什麼呢1看有沒有進攻陽
[00:45:13.280 --> 00:45:16.280]  沒有進攻陽的1我就不知道它強不強的起來
[00:45:16.280 --> 00:45:19.280]  好隨後在2的過程之中你來看
[00:45:19.280 --> 00:45:23.280]  有沒有一些陽線實體陽線
[00:45:23.280 --> 00:45:26.280]  我們不要整個2的過程中反彈實體陽線都不敢有
[00:45:26.280 --> 00:45:28.280]  反彈時間陽線不敢有
[00:45:28.280 --> 00:45:29.280]  大家能理解我意思沒有
[00:45:29.280 --> 00:45:33.280]  在調整的過程中你也得有敢反彈進攻的態度
[00:45:33.280 --> 00:45:35.280]  然後後期在這個過程可以看
[00:45:35.280 --> 00:45:38.280]  這是不是我們所說的第幾根呢
[00:45:38.280 --> 00:45:39.280]  第3
[00:45:39.280 --> 00:45:41.280]  是不是第2根呢
[00:45:41.280 --> 00:45:43.280]  剛才講的第2根對不對
[00:45:43.280 --> 00:45:46.280]  它是不是比較弱的是不具備參與的
[00:45:46.280 --> 00:45:49.280]  但是它第2天是不是形成了一個什麼
[00:45:49.280 --> 00:45:52.280]  直接完成的第7到了第幾根
[00:45:52.280 --> 00:45:54.280]  是不是到了第5根
[00:45:54.280 --> 00:45:57.280]  對它跳空它下體線沒有骨掉了
[00:45:57.280 --> 00:45:59.280]  是不是完成到了第5根第6根了
[00:45:59.280 --> 00:46:02.280]  直接跳空或者是直接開盤架
[00:46:02.280 --> 00:46:05.280]  這根紡織線把5和10全部帶路走好
[00:46:05.280 --> 00:46:08.280]  由於這根K線是屬於進攻還是分歧
[00:46:08.280 --> 00:46:10.280]  分歧我們不確定的
[00:46:10.280 --> 00:46:13.280]  我們需要下一根K線把這個分歧給什麼
[00:46:13.280 --> 00:46:15.280]  化解
[00:46:15.280 --> 00:46:17.280]  風向選擇化解吧
[00:46:17.280 --> 00:46:19.280]  下一根出現的是什麼K線
[00:46:19.280 --> 00:46:20.280]  進攻陽
[00:46:20.280 --> 00:46:22.280]  是不是進攻中的分有點分歧的
[00:46:22.280 --> 00:46:24.280]  陽線帶給上體線的對不對
[00:46:24.280 --> 00:46:26.280]  把這個分歧給化解了
[00:46:26.280 --> 00:46:29.280]  這個陽線完全達到我們剛才所講的
[00:46:29.280 --> 00:46:31.280]  轉強裡面的第幾啊
[00:46:31.280 --> 00:46:32.280]  第7
[00:46:32.280 --> 00:46:33.280]  第6
[00:46:33.280 --> 00:46:34.280]  是不是第6
[00:46:34.280 --> 00:46:35.280]  第6
[00:46:35.280 --> 00:46:37.280]  那麼這是不是一個強扭轉的過程
[00:46:37.280 --> 00:46:38.280]  是
[00:46:38.280 --> 00:46:39.280]  那明不懂意思沒有
[00:46:39.280 --> 00:46:42.280]  這是3到1的強扭轉的這3根K線的細節點
[00:46:42.280 --> 00:46:43.280]  你要學會看的
[00:46:43.280 --> 00:46:45.280]  我們現在就說這些話
[00:46:45.280 --> 00:46:48.280]  我現在就覺得細節決定成敗
[00:46:50.280 --> 00:46:52.280]  每一根K線都得看
[00:46:52.280 --> 00:46:54.280]  但是明白我意思沒有
[00:46:54.280 --> 00:46:56.280]  每根K線就是這是一個扭轉波段
[00:46:56.280 --> 00:46:58.280]  像我們以前
[00:46:58.280 --> 00:47:00.280]  我以前這是3到1這是3到2
[00:47:00.280 --> 00:47:01.280]  我們畫
[00:47:01.280 --> 00:47:02.280]  畫波段有個好
[00:47:02.280 --> 00:47:05.280]  但就是在買點上有時候不夠精準
[00:47:05.280 --> 00:47:06.280]  現在就是會把這裡的
[00:47:06.280 --> 00:47:07.280]  比如說這是一個1
[00:47:07.280 --> 00:47:08.280]  這是什麼K線
[00:47:08.280 --> 00:47:09.280]  準備轉式的
[00:47:09.280 --> 00:47:11.280]  整個2的調整裡面
[00:47:11.280 --> 00:47:12.280]  你1線是不是縮量的
[00:47:12.280 --> 00:47:14.280]  陽線有沒有
[00:47:14.280 --> 00:47:15.280]  陽線有沒有放量
[00:47:15.280 --> 00:47:16.280]  這個是大致上
[00:47:16.280 --> 00:47:18.280]  因為它整個都是在調整嘛
[00:47:18.280 --> 00:47:19.280]  你能管住
[00:47:19.280 --> 00:47:20.280]  那麼關鍵選擇點
[00:47:20.280 --> 00:47:22.280]  就是在這裡的轉式
[00:47:22.280 --> 00:47:24.280]  把這裡的每根K線看一下
[00:47:24.280 --> 00:47:26.280]  它轉的過程中是不是強的
[00:47:26.280 --> 00:47:28.280]  那明不懂意思沒有
[00:47:28.280 --> 00:47:31.280]  然後隨後一直在這裡走什麼K線
[00:47:31.280 --> 00:47:32.280]  停頓對不對
[00:47:32.280 --> 00:47:34.280]  是不是多風停頓
[00:47:34.280 --> 00:47:36.280]  多風停頓大家再來看這一根K線
[00:47:36.280 --> 00:47:37.280]  因為這裡沒有完整
[00:47:37.280 --> 00:47:39.280]  陽線沒有反包這個上一線對不對
[00:47:39.280 --> 00:47:40.280]  再來看這一根陽線
[00:47:40.280 --> 00:47:42.280]  這一根陽線的起動組合
[00:47:42.280 --> 00:47:44.280]  我們剛才所講的第幾個
[00:47:44.280 --> 00:47:47.280]  第六吧
[00:47:47.280 --> 00:47:49.280]  第六還是第五啊
[00:47:49.280 --> 00:47:51.280]  第五
[00:47:51.280 --> 00:47:53.280]  對吧
[00:47:53.280 --> 00:47:56.280]  陽線的下1/3不到
[00:47:56.280 --> 00:47:59.280]  直接把50 20全都給什麼
[00:47:59.280 --> 00:48:00.280]  轉位多了
[00:48:00.280 --> 00:48:01.280]  我是不是剛才講的
[00:48:01.280 --> 00:48:04.280]  第五第六一旦在311 32的位置
[00:48:04.280 --> 00:48:05.280]  通常不會再裹調的
[00:48:05.280 --> 00:48:07.280]  通常就是什麼
[00:48:07.280 --> 00:48:09.280]  直接就是什麼連長的
[00:48:09.280 --> 00:48:11.280]  那學了K線之後我問大姐多多解
[00:48:11.280 --> 00:48:13.280]  先聽我講的
[00:48:13.280 --> 00:48:14.280]  先聽我講
[00:48:14.280 --> 00:48:17.280]  當你可以看出311的強
[00:48:17.280 --> 00:48:20.280]  312敢不敢買
[00:48:20.280 --> 00:48:21.280]  理解我意思沒有
[00:48:21.280 --> 00:48:23.280]  把K線結合起來
[00:48:23.280 --> 00:48:25.280]  把這個K線的細節點結合起來
[00:48:25.280 --> 00:48:27.280]  好做圖做功課
[00:48:27.280 --> 00:48:29.280]  我現在講完知識你們就做功課
[00:48:29.280 --> 00:48:31.280]  這樣我也輕鬆一點
[00:48:31.280 --> 00:48:35.280]  好冰川網絡
[00:48:35.280 --> 00:48:38.280]  輸入股票冰川網絡
[00:48:38.280 --> 00:48:40.280]  九木網
[00:48:40.280 --> 00:48:44.280]  萊克電器
[00:48:44.280 --> 00:48:52.280]  萊克電器
[00:48:52.280 --> 00:48:54.280]  中文代線
[00:48:54.280 --> 00:48:59.280]  二碼電器
[00:48:59.280 --> 00:49:01.280]  好就做這幾個吧
[00:49:01.280 --> 00:49:05.280]  因為還有好多點呢
[00:49:05.280 --> 00:49:06.280]  先做這幾個吧
[00:49:06.280 --> 00:49:09.280]  這幾個做的過程中我給你們講講
[00:49:09.280 --> 00:49:11.280]  不要啪就找到那個5
[00:49:11.280 --> 00:49:13.280]  給我把這幾個陽線
[00:49:13.280 --> 00:49:17.280]  12345全部標誌出來
[00:49:17.280 --> 00:49:20.280]  這裡面的標誌性的陽線
[00:49:20.280 --> 00:49:22.280]  12345全部做標誌
[00:49:22.280 --> 00:49:25.280]  那個圖大家來看一下這個圖
[00:49:25.280 --> 00:49:27.280]  什麼叫12345呢
[00:49:27.280 --> 00:49:28.280]  這裡我有的呢
[00:49:28.280 --> 00:49:31.280]  1234567看到沒有
[00:49:31.280 --> 00:49:34.280]  這裡是1就標1
